name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Jahmir Hyka,64.5,62.25,55.25,42.25,61.25,60.25,66.5,62.25,53.25,48.25,58.25,80.0,76.0,92.0,64.5,85.0,65.25,61.0,81.0,33.0,57.25,54.25,45.25,62.75,60.5,51.25,21.25,38.25,30.25,8.25,9.25,13.25,9.25,7.25,mid
Migjen Basha,71.5,65.75,48.75,57.75,74.75,59.75,65.0,65.75,63.75,73.0,74.5,67.0,65.0,65.0,72.5,72.0,73.75,55.0,78.0,67.0,68.75,77.0,70.5,65.75,71.5,61.75,59.75,69.25,69.75,9.75,4.75,6.75,7.75,8.75,mid
Christian Schneuwly,67.78,62.78,64.89,39.22,65.44,58.67,66.11,56.67,50.22,67.0,67.22,66.0,69.44,77.22,65.22,64.44,66.44,64.0,70.33,64.11,66.0,44.67,53.22,77.56,71.67,54.22,24.22,34.67,37.22,7.22,5.22,10.22,6.22,6.22,mid
Jakob Jantscher,70.38,81.88,59.38,49.38,63.62,66.38,71.38,81.38,70.38,64.38,70.38,76.0,76.0,77.5,64.62,72.0,70.38,56.0,76.0,44.0,69.88,65.38,22.38,63.62,65.62,68.38,32.38,30.38,24.38,8.38,6.38,11.38,11.38,6.38,mid
Jerome Thiesson,58.8,58.6,51.6,57.6,61.4,40.6,48.6,40.6,52.6,54.4,54.6,62.0,66.0,60.0,58.4,70.0,60.2,74.0,60.0,58.8,39.2,63.6,52.6,55.4,45.0,58.8,58.6,58.4,59.8,7.6,11.6,5.6,8.6,5.6,mid
Thierry Doubai,69.0,64.67,48.0,64.67,68.67,54.0,66.0,50.0,56.0,66.33,68.0,72.0,68.0,64.0,72.0,71.0,65.0,70.0,75.0,71.0,56.0,74.67,70.0,58.0,67.0,58.0,65.0,66.0,64.33,13.0,10.0,9.0,8.0,14.0,mid
Francois Affolter,63.0,51.5,28.5,65.5,69.5,39.5,59.5,43.5,36.5,65.5,59.5,75.0,72.5,72.0,57.5,62.0,48.5,65.0,66.0,58.0,40.5,71.5,66.5,37.5,50.5,47.5,62.5,60.5,59.5,9.5,10.5,15.5,13.5,7.5,mid
Remo Freuler,65.0,61.75,62.5,38.5,66.25,42.5,58.5,48.5,65.0,64.5,64.5,66.0,67.5,71.25,68.5,61.0,68.5,58.0,81.0,66.0,60.5,62.5,60.5,73.5,66.25,60.5,55.5,53.5,53.5,11.5,7.5,8.5,13.5,12.5,mid
Hekuran Kryeziu,59.17,58.67,31.67,47.67,66.33,38.67,59.67,50.67,38.67,62.33,65.0,74.0,73.0,75.0,65.67,72.0,62.67,76.0,67.0,59.0,44.67,59.67,52.67,56.0,50.33,61.67,43.0,61.33,46.5,11.67,13.67,8.67,13.67,7.67,mid
Nicolas Haas,50.33,43.0,32.67,50.33,55.83,39.33,51.5,35.33,39.33,54.5,47.17,69.0,67.5,64.67,54.33,75.33,59.33,57.0,67.0,37.67,42.33,52.33,42.0,51.33,43.0,40.33,44.67,43.67,45.67,9.33,14.33,6.33,5.33,8.33,mid
Remo Arnold,55.0,39.0,31.0,64.0,59.25,33.0,49.0,40.0,42.0,57.0,49.75,56.0,52.0,50.0,52.0,58.75,51.0,62.0,53.5,67.25,32.0,60.0,54.0,41.0,39.0,46.0,55.5,54.0,57.5,10.0,15.0,13.0,10.0,12.0,mid
