name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Manuel Pasqual,74.43,84.14,46.14,59.86,76.14,63.0,66.29,81.57,68.71,76.14,72.29,74.0,76.0,70.0,69.86,74.0,70.71,76.0,76.57,66.0,60.71,74.71,76.43,63.86,60.14,48.71,75.14,77.57,78.0,5.43,4.43,6.43,11.43,6.43,mid
Joan Verdu,76.67,69.33,68.67,54.0,83.33,63.33,76.0,82.67,80.0,81.33,79.33,65.0,60.0,70.0,72.0,73.0,74.0,53.0,55.33,55.67,75.33,56.67,48.67,75.33,83.33,72.67,42.0,50.0,40.67,12.0,9.0,12.0,13.0,7.0,mid
Mario Suarez,78.75,65.75,63.75,68.75,84.0,42.75,74.5,66.75,71.75,80.25,78.75,60.0,65.0,52.0,80.0,60.0,81.0,58.0,81.75,83.0,69.75,78.25,81.25,75.0,76.5,69.75,74.25,78.75,73.25,8.75,12.75,15.75,11.75,10.75,mid
Borja Valero,81.67,80.0,68.33,61.83,88.0,66.33,78.33,80.0,75.83,86.0,86.17,74.0,68.0,78.0,82.33,80.67,76.33,68.0,76.0,66.0,76.0,58.17,69.5,74.33,86.17,73.83,58.17,68.17,67.83,5.0,4.0,10.0,8.0,7.0,mid
Matias Fernandez,77.14,79.43,66.57,55.29,80.0,70.0,83.29,83.43,81.43,78.0,85.29,78.0,76.0,79.86,71.71,82.0,75.43,65.71,71.57,57.43,79.29,58.0,55.14,74.57,80.57,75.43,39.0,47.86,48.43,10.29,7.29,4.29,9.29,10.29,mid
Tino Costa,76.33,75.33,70.33,71.33,77.0,64.33,74.0,82.33,77.33,81.0,81.0,65.0,64.0,75.0,77.0,79.0,79.33,54.0,81.0,69.33,78.0,77.33,68.0,70.0,77.0,77.33,57.33,72.0,62.33,11.33,15.33,6.33,13.33,6.33,mid
Milan Badelj,76.86,72.43,54.14,66.29,79.57,66.43,76.86,72.86,66.14,82.0,80.29,59.0,61.71,68.43,78.86,63.71,70.43,57.71,78.14,71.29,64.71,71.0,76.71,68.43,79.86,68.14,64.29,73.14,74.0,7.29,8.29,13.29,14.29,5.29,mid
Josip Ilicic,76.8,79.8,68.2,55.4,81.0,74.6,80.6,81.6,79.8,78.6,85.2,69.0,74.0,64.4,70.6,38.0,86.4,34.0,69.0,69.0,84.8,58.2,45.6,74.4,77.4,73.6,28.2,34.0,29.8,12.4,12.4,7.4,11.4,5.4,mid
Marcos Alonso,72.0,73.75,49.5,59.62,68.0,32.5,69.88,61.75,70.5,65.75,69.62,73.5,75.88,67.62,75.5,57.25,74.5,67.25,80.0,75.5,70.25,75.25,69.38,63.38,53.88,63.5,70.75,75.25,75.75,8.5,6.5,12.5,8.5,11.5,mid
Matias Vecino,72.86,68.43,57.57,59.57,76.71,55.57,71.29,57.86,54.14,74.71,76.43,67.86,68.0,68.0,72.71,56.0,73.86,62.0,77.43,73.86,67.57,70.71,67.14,68.86,73.14,53.0,57.57,68.0,68.0,3.57,3.57,3.57,3.57,3.57,mid
Gilberto Junior,69.0,70.0,36.0,54.0,70.0,30.0,74.0,38.0,35.0,35.0,68.0,75.0,69.0,70.0,51.0,61.0,31.0,58.0,76.0,60.0,27.0,69.0,69.0,69.0,61.0,49.0,73.0,75.0,68.0,8.0,14.0,15.0,10.0,13.0,mid
Federico Bernardeschi,72.09,67.27,61.82,47.91,71.91,58.0,77.91,69.18,65.82,61.91,77.91,78.18,78.73,74.91,68.55,61.73,67.18,46.18,65.82,58.55,69.82,45.36,31.55,69.0,69.0,61.36,21.36,29.82,25.27,13.82,14.82,9.82,12.82,11.82,mid
