name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Emil Hallfredsson,75.5,70.5,60.0,65.5,79.5,66.5,72.5,73.0,70.5,76.5,77.0,67.5,68.5,64.5,73.5,64.5,80.0,77.0,82.5,80.0,77.5,81.0,72.5,69.0,73.5,68.5,63.0,73.5,71.5,6.5,7.5,12.5,7.5,13.5,mid
Zdravko Kuzmanovic,74.33,73.22,55.56,67.44,78.56,59.44,71.56,71.56,76.44,80.78,77.33,55.0,54.0,56.0,67.44,57.0,85.11,70.0,70.0,79.0,84.78,72.22,68.89,67.44,75.89,73.0,61.67,74.67,71.89,6.44,12.44,8.44,6.44,12.44,mid
Giovanni Pasquale,69.0,74.67,49.67,60.67,70.67,57.67,70.67,67.67,59.67,68.67,70.67,68.0,74.0,68.0,68.67,68.0,73.67,68.0,74.0,69.33,67.67,76.67,72.67,62.67,60.67,49.67,69.67,73.67,73.67,13.67,4.67,14.67,9.67,11.67,mid
Panagiotis Kone,74.33,70.33,68.0,59.83,76.33,72.33,76.33,72.33,70.33,74.0,78.33,76.0,76.0,82.0,74.67,60.0,74.33,60.0,79.0,69.0,76.0,78.17,60.17,71.83,70.17,65.33,48.33,60.0,58.0,13.33,8.33,12.33,8.33,6.33,mid
Francesco Lodi,73.0,82.0,53.0,60.0,86.0,68.0,73.0,88.0,89.0,88.0,80.0,55.0,55.0,69.0,72.0,64.0,78.0,34.0,68.0,68.0,78.0,68.0,68.0,58.0,80.0,86.0,60.0,66.0,64.0,7.0,14.0,7.0,8.0,13.0,mid
Pablo Armero,76.0,77.0,51.0,61.0,73.0,63.0,76.0,71.0,61.0,71.0,74.0,88.0,88.0,79.0,75.0,80.0,87.0,72.0,90.0,72.0,75.0,77.0,61.0,71.0,57.0,69.0,72.0,77.0,76.0,7.0,11.0,15.0,7.0,6.0,mid
Manuel Iturra,75.0,55.33,26.33,51.33,75.67,52.33,63.33,58.33,46.33,72.0,72.33,74.0,66.33,76.0,75.33,73.0,74.33,69.0,83.0,66.0,68.33,83.33,84.0,51.33,67.33,38.33,63.33,82.33,80.33,12.33,9.33,8.33,14.33,9.33,mid
Marquinho,75.33,72.5,70.5,70.5,76.0,70.5,76.5,66.5,80.5,73.5,80.0,77.0,70.67,78.0,72.5,53.0,87.5,64.0,80.5,70.0,75.0,78.5,60.0,74.5,74.5,68.0,60.5,64.5,64.5,10.5,5.5,15.5,6.5,11.5,mid
Emmanuel Agyemang-Badu,72.33,68.17,58.33,60.17,74.5,66.5,75.33,58.17,48.17,70.5,75.33,84.0,79.67,88.0,70.83,82.0,76.5,85.83,81.83,66.0,74.33,76.5,72.17,66.17,68.17,56.17,66.17,72.17,70.17,14.33,4.33,8.33,12.33,13.33,mid
Alexander Merkel,66.62,68.12,55.12,53.12,74.25,69.62,69.25,73.62,72.12,71.25,71.75,77.0,67.0,78.5,70.12,75.25,65.12,48.0,69.0,55.88,68.75,58.12,40.12,61.12,66.38,52.12,36.12,57.12,50.12,13.12,6.12,6.12,11.12,9.12,mid
Guilherme,73.33,62.33,48.67,64.0,74.5,58.33,69.0,68.33,57.67,72.67,74.83,67.17,67.67,68.17,73.33,64.0,79.67,75.33,76.67,74.17,72.5,78.0,74.5,69.0,73.33,54.67,67.5,73.83,72.33,8.33,6.33,11.33,11.33,9.33,mid
Edenilson,75.0,77.67,58.67,61.67,72.67,58.67,77.67,66.67,60.67,68.67,74.33,86.0,85.0,82.0,74.67,74.0,68.67,79.0,79.0,64.0,62.67,70.67,71.67,72.67,70.67,67.67,68.67,71.67,64.67,11.67,5.67,14.67,8.67,4.67,mid
Silvan Widmer,72.4,76.6,54.6,69.8,72.6,45.4,75.0,68.6,56.2,70.6,75.0,79.2,82.6,76.0,70.6,54.0,75.8,82.0,78.4,75.6,66.0,75.8,69.4,63.0,60.8,57.0,68.2,72.6,72.2,9.4,7.4,6.4,4.4,13.4,mid
Ali Adnan,70.27,68.27,56.36,64.36,66.91,55.36,73.36,67.91,74.36,62.36,72.36,81.09,81.0,79.82,71.09,67.64,84.73,64.64,81.45,71.73,78.27,78.82,65.09,68.91,61.73,68.36,65.36,67.09,71.82,11.36,12.36,15.36,7.36,9.36,mid
