name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Rafael van der Vaart,77.62,77.12,73.0,54.25,82.5,80.25,77.75,83.62,80.62,79.75,81.0,51.12,43.0,73.0,81.5,75.0,79.5,49.5,66.25,62.75,78.62,63.5,58.5,75.0,80.75,78.25,49.25,56.0,54.5,11.25,11.25,5.25,15.25,13.25,mid
Didier Digard,75.67,47.67,58.0,74.67,77.33,33.67,67.0,55.67,62.0,74.0,73.0,66.0,60.33,70.67,74.67,68.0,76.0,72.0,83.67,76.67,68.67,82.67,75.33,40.67,68.33,70.67,72.67,76.67,74.0,9.67,15.67,5.67,12.67,9.67,mid
Joaquin,78.88,86.38,68.38,56.62,79.88,68.88,83.38,88.38,76.25,78.38,83.38,75.75,76.62,76.38,70.12,76.75,73.5,59.5,67.25,60.0,76.5,52.62,33.25,76.38,80.25,74.38,27.12,36.88,35.12,8.5,13.5,5.5,9.5,10.5,mid
Foued Kadir,72.25,71.5,68.25,56.0,71.75,60.25,72.75,67.75,69.25,69.0,73.75,75.25,75.5,75.5,69.75,62.0,70.25,59.0,66.5,59.25,71.5,71.0,61.25,70.25,75.25,53.25,23.0,37.25,29.0,9.25,12.25,15.25,12.25,7.25,mid
Alfred N'Diaye,73.25,54.25,45.0,55.25,72.5,30.5,57.5,35.5,31.5,69.5,69.25,64.0,78.25,59.0,69.5,52.0,66.75,41.5,75.25,91.0,59.75,81.5,71.0,42.5,62.0,53.5,68.25,81.5,68.0,10.75,6.75,12.75,14.75,9.75,mid
Xavier Torres,75.0,60.5,48.5,69.0,81.5,56.5,61.5,55.5,64.5,79.0,74.0,51.5,54.25,61.0,75.0,61.0,76.5,62.0,79.75,78.0,62.5,72.5,77.5,64.5,79.5,57.5,63.5,70.5,65.5,11.5,14.5,5.5,7.5,9.5,mid
Alvaro Cejudo,74.0,71.0,67.0,53.0,70.0,54.0,79.0,73.0,61.0,61.0,81.0,78.0,79.0,77.0,82.0,65.0,81.0,63.0,73.67,69.0,61.0,68.0,39.0,77.0,61.0,50.0,31.0,35.0,39.0,11.0,6.0,16.0,12.0,6.0,mid
Francisco Portillo,75.75,65.25,56.25,38.25,81.25,61.25,77.0,64.0,55.25,71.0,81.75,76.75,73.5,78.88,77.0,85.0,63.25,63.0,68.75,57.0,62.25,42.25,27.25,76.0,79.25,47.25,23.5,23.0,21.25,13.25,14.25,7.25,15.25,10.25,mid
Alvaro Vadillo,70.0,64.33,58.33,55.33,66.67,48.33,84.0,67.33,51.33,62.33,81.0,90.67,89.0,91.0,53.0,72.67,59.33,72.67,62.0,56.0,69.33,46.33,39.33,56.33,52.33,59.33,21.67,26.33,25.33,5.67,6.67,12.67,9.67,6.67,mid
Daniel Ceballos,67.43,65.14,49.86,34.86,71.43,44.86,72.71,49.86,48.71,67.0,74.71,68.43,66.0,64.43,60.57,71.86,49.57,52.57,50.0,44.0,40.57,46.71,34.71,62.86,68.71,50.71,35.0,43.43,49.29,11.29,14.29,15.29,6.29,12.29,mid
Petros,71.33,61.0,52.0,57.0,76.0,45.0,76.0,55.0,45.0,68.0,77.0,74.0,71.67,68.0,78.0,69.0,78.0,61.0,83.0,67.0,59.0,85.0,71.0,66.0,68.0,58.0,67.0,75.0,73.0,16.0,13.0,9.0,10.0,14.0,mid
Fabian,63.0,55.0,56.5,57.5,71.62,49.0,64.12,60.5,57.0,67.0,65.12,52.25,58.0,54.0,59.25,56.0,61.62,52.62,41.0,47.0,60.0,46.5,42.0,57.75,66.12,61.0,46.0,58.0,57.0,15.5,10.5,6.5,12.5,12.5,mid
Charly Musonda,60.25,54.75,52.75,16.75,59.75,51.75,69.25,53.75,51.75,54.75,61.75,78.75,71.5,79.0,58.75,85.0,45.75,27.0,46.0,21.0,57.75,19.75,18.25,46.75,58.75,54.75,18.25,19.75,21.75,5.75,5.75,6.75,7.75,8.75,mid
