name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Paul Dixon,66.0,71.2,35.2,62.2,63.2,46.2,64.4,73.2,66.2,61.6,67.2,72.0,74.0,74.0,58.6,76.0,65.2,80.6,80.0,64.8,62.2,71.2,61.2,52.2,49.2,45.2,63.2,64.6,63.8,14.2,12.2,13.2,5.2,13.2,mid
Sean Dillon,60.8,61.4,26.4,60.4,57.4,19.8,60.4,62.4,38.4,56.4,63.4,69.8,66.0,74.0,56.4,69.0,56.4,67.4,72.0,70.4,48.4,60.4,57.4,28.4,42.4,42.4,61.6,62.2,55.6,8.4,14.4,15.4,7.4,10.4,mid
Guy Demel,70.0,69.0,22.0,67.0,64.0,55.0,72.0,52.0,42.0,66.0,69.0,55.0,63.0,41.0,64.0,56.0,74.0,62.0,58.0,84.0,48.0,76.0,73.0,56.0,59.0,55.0,77.0,80.0,78.0,7.0,13.0,16.0,8.0,7.0,mid
John Rankin,62.5,63.5,44.5,64.5,63.5,65.5,61.5,54.5,63.5,61.5,62.5,74.0,74.0,72.0,60.5,75.0,72.5,90.0,84.0,70.0,70.5,67.5,58.5,55.5,58.5,47.5,52.5,62.5,56.5,5.5,5.5,6.5,5.5,13.5,mid
Paul Paton,62.33,45.67,25.67,61.67,63.33,28.67,50.67,52.67,57.67,66.67,59.67,53.0,52.0,50.0,53.67,67.0,71.67,64.0,72.0,71.0,50.67,71.67,60.67,39.67,55.33,41.67,58.0,62.67,60.67,9.67,13.67,14.67,11.67,7.67,mid
Ryan McGowan,67.17,58.17,49.83,72.17,60.17,53.17,60.83,51.17,54.17,57.17,62.17,64.0,68.67,57.0,59.17,61.0,57.17,45.0,79.5,75.0,41.17,79.17,65.17,42.17,44.17,57.17,67.67,69.5,66.67,11.17,10.17,11.17,11.17,12.17,mid
Ryan Dow,64.67,54.67,59.67,50.67,58.67,54.67,70.67,56.67,57.67,43.67,71.17,80.67,78.5,90.17,62.17,73.0,61.17,78.33,82.33,56.67,50.67,58.67,36.67,58.67,62.17,43.67,17.67,21.0,18.33,10.67,13.67,13.67,13.67,14.67,mid
Chris Erskine,64.5,59.5,63.5,56.5,64.5,57.5,70.5,59.5,35.5,58.5,70.5,69.0,72.0,71.0,60.5,57.0,65.5,61.0,58.0,60.0,61.5,43.5,24.5,55.5,61.5,48.5,28.5,21.5,27.5,10.5,7.5,15.5,13.5,10.5,mid
Blair Spittal,61.6,57.6,55.4,32.6,59.0,48.2,66.8,40.6,44.4,48.6,67.6,80.2,80.0,80.6,50.6,69.0,57.2,45.6,64.0,52.8,48.6,29.6,21.4,53.6,55.4,56.6,32.0,36.0,35.0,15.6,9.6,6.6,10.6,7.6,mid
Aidan Connolly,59.67,57.67,48.33,42.33,55.33,47.33,71.33,52.33,42.33,50.67,71.33,83.0,77.67,83.0,43.67,87.0,52.33,33.0,63.0,36.0,46.33,35.33,23.0,48.33,55.33,48.33,32.33,32.33,31.33,13.33,12.33,9.33,14.33,10.33,mid
John Souttar,62.71,29.71,21.43,60.71,66.86,24.71,66.29,29.71,23.71,66.29,68.86,72.86,75.57,65.0,53.86,58.0,37.71,50.0,67.14,69.43,21.71,54.71,57.57,24.71,45.57,33.71,61.71,62.71,63.71,12.71,10.71,14.71,9.71,8.71,mid
Charles Telfer,61.57,55.43,60.57,45.43,66.43,38.43,68.14,65.57,50.43,57.86,70.14,74.86,75.0,78.57,43.71,80.0,65.43,60.0,67.86,56.0,61.86,41.43,56.86,42.43,65.86,53.43,52.0,57.29,54.71,10.43,5.43,13.43,12.43,12.43,mid
Scott Fraser,57.67,47.0,42.0,39.0,64.0,48.0,63.67,44.0,38.0,50.0,63.0,70.0,67.33,70.0,55.0,61.0,53.0,33.0,71.0,35.0,44.0,41.0,34.0,49.0,59.0,56.0,28.0,46.0,30.0,16.0,10.0,13.0,11.0,14.0,mid
Aaron Kuhl,61.0,48.0,32.0,47.0,64.0,34.0,54.0,56.0,40.0,64.0,63.0,69.0,67.0,60.0,61.0,80.0,53.0,71.0,68.0,59.0,38.0,75.0,54.0,39.0,61.0,42.0,52.0,58.0,57.0,8.0,13.0,14.0,14.0,15.0,mid
