name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Lassana Diarra,81.0,68.0,38.0,59.0,80.0,37.0,73.0,57.0,41.0,77.0,77.0,78.67,77.0,78.33,79.0,81.67,76.0,77.0,87.5,54.0,67.0,86.0,84.0,50.0,72.0,49.0,80.0,85.0,80.0,9.0,5.0,12.0,10.0,15.0,mid
Abou Diaby,75.0,69.67,64.33,76.33,73.33,74.33,79.33,62.33,57.33,71.33,79.67,73.0,77.0,74.0,73.33,56.0,83.33,65.0,74.0,84.33,69.67,77.33,71.33,75.0,76.33,73.33,68.33,73.33,72.33,12.33,6.33,12.33,8.33,11.33,mid
Jacques Alaixys Romao,74.33,65.0,42.0,74.0,71.67,57.0,65.0,35.0,45.0,71.0,74.0,60.0,51.0,67.0,75.0,68.0,69.0,82.0,86.0,76.33,67.0,86.0,77.0,55.0,73.0,57.0,63.0,75.0,76.0,14.0,6.0,7.0,13.0,9.0,mid
Mauricio Isla,76.0,81.5,50.5,57.5,73.0,54.5,75.5,78.5,63.5,73.5,76.5,84.5,77.0,86.0,73.5,81.75,63.5,66.5,81.5,55.5,63.5,76.0,76.5,72.5,66.0,70.5,73.0,75.5,80.0,6.5,7.5,6.5,6.5,6.5,mid
Abdelaziz Barrada,74.67,76.33,64.0,56.33,76.0,63.0,78.0,76.0,78.0,75.33,77.0,73.0,76.0,80.0,75.0,72.0,74.0,68.0,63.0,68.0,75.0,70.0,36.0,71.0,74.0,71.0,35.0,42.0,33.0,11.0,7.0,6.0,16.0,7.0,mid
Romain Alessandrini,75.0,70.0,71.0,53.0,68.0,80.0,78.0,67.0,75.0,68.0,76.0,90.0,91.0,91.0,79.0,89.0,83.0,62.0,71.0,53.0,82.0,41.0,33.0,74.0,62.0,74.0,15.0,36.0,22.0,11.0,12.0,9.0,16.0,9.0,mid
Florian Thauvin,76.75,74.25,73.0,65.25,76.5,63.25,82.25,73.25,53.25,74.25,76.25,84.75,80.25,82.0,77.75,70.0,75.25,59.0,67.0,63.5,73.25,55.25,27.25,73.25,75.25,56.25,28.25,28.25,30.25,7.25,10.25,13.25,9.25,8.25,mid
Bouna Sarr,68.17,66.5,55.0,55.17,71.17,44.5,69.83,55.5,37.5,63.5,69.5,70.5,75.17,69.17,60.5,76.17,66.5,33.5,72.83,60.17,65.17,42.5,29.5,67.17,61.17,63.5,32.5,37.5,28.5,8.33,14.33,13.33,7.33,11.33,mid
Lucas Silva,75.5,60.5,51.5,60.5,77.0,49.5,71.5,56.0,50.5,71.5,76.0,67.0,65.5,65.5,77.0,61.0,76.5,72.5,81.75,73.0,72.5,76.5,73.5,64.5,69.5,63.5,77.5,74.5,71.5,10.5,6.5,9.5,13.5,6.5,mid
Lucas Ariel Ocampos,75.25,76.5,71.25,76.75,75.5,60.25,79.25,76.25,64.25,68.25,77.25,79.25,79.75,82.0,72.25,58.0,78.25,70.0,65.5,77.0,66.25,32.25,54.25,65.0,73.75,63.25,44.25,47.25,45.25,10.25,7.25,14.25,11.25,6.25,mid
Mario Lemina,74.57,61.57,48.14,56.57,78.29,41.29,72.29,52.86,51.57,75.57,78.0,74.71,71.0,70.57,75.0,65.57,59.57,57.14,76.43,73.57,56.57,75.14,73.14,63.0,69.57,54.57,72.29,74.57,71.57,11.57,8.57,14.57,7.57,15.57,mid
Georges N'Koudou,67.86,64.71,63.0,40.57,62.14,70.29,76.29,73.57,44.57,56.29,72.14,92.43,92.0,81.14,52.43,88.43,68.57,50.0,43.57,49.14,69.71,39.57,21.14,67.86,58.29,66.57,34.57,36.57,41.57,9.57,12.57,7.57,5.57,12.57,mid
Andre Anguissa,55.86,42.43,39.43,50.43,64.43,42.43,52.43,44.43,41.43,58.43,56.43,66.0,69.0,55.86,52.43,61.0,54.43,63.0,62.0,63.86,42.43,59.86,55.86,51.43,48.43,52.43,52.43,60.14,56.43,10.43,10.43,8.43,7.43,10.43,mid
