id,name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
24493,Andrea Raggi,77.5,74.5,43.5,73.5,70.5,49.5,60.5,47.5,38.5,65.5,69.5,60.0,65.0,64.0,70.5,59.0,68.5,69.0,64.0,79.0,55.5,83.5,79.5,52.5,54.5,56.5,80.0,80.5,76.5,5.5,9.5,13.5,9.5,15.5,def
29590,Fabio Coentrao,80.0,78.0,65.0,71.0,75.0,64.0,81.0,78.0,60.0,69.0,79.0,78.0,78.0,71.0,83.0,77.0,69.0,77.0,79.0,65.0,66.0,82.0,80.0,70.0,69.0,54.0,77.0,77.0,84.0,7.0,13.0,16.0,15.0,14.0,def
30911,Ricardo Carvalho,77.0,47.5,47.5,80.5,73.5,51.5,50.5,54.5,35.5,64.5,63.5,39.5,49.0,50.5,70.5,63.0,52.5,70.0,32.0,75.0,38.5,83.5,80.0,50.5,51.5,37.5,79.5,78.5,70.5,15.5,12.5,7.5,11.5,11.5,def
37549,Joao Moutinho,83.0,78.0,72.6666666667,68.0,86.0,77.0,81.0,82.0,79.0,83.0,84.0,76.3333333333,67.6666666667,82.6666666667,83.3333333333,84.3333333333,76.6666666667,81.0,91.0,58.6666666667,81.6666666667,77.0,75.0,78.0,84.0,70.0,67.0,75.0,68.0,13.0,15.0,15.0,13.0,13.0,mid
38336,Nabil Dirar,74.6,76.6,64.6,46.6,76.6,61.6,81.6,71.6,61.6,66.6,78.6,81.2,84.0,79.2,67.4,65.0,69.6,74.0,73.4,77.2,67.6,63.6,43.6,67.6,64.0,51.6,42.6,32.6,31.6,5.6,7.6,7.6,14.6,12.6,mid
39990,Jeremy Toulalan,82.0,68.0,27.0,70.0,82.0,27.0,69.0,53.0,56.0,81.0,79.0,53.3333333333,51.0,55.6666666667,81.0,64.0,78.0,69.6666666667,88.0,79.0,72.0,82.0,87.3333333333,68.0,79.0,56.0,68.0,87.6666666667,75.0,12.0,6.0,15.0,5.0,7.0,mid
108075,Elderson,75.0,68.0,50.0,76.0,66.0,49.0,70.0,65.0,50.0,59.0,68.0,72.0,73.0,66.0,75.0,67.0,78.0,73.0,89.0,84.0,70.0,84.0,76.0,69.0,60.0,31.0,75.0,78.0,75.0,16.0,16.0,9.0,14.0,13.0,def
115184,Danijel Subasic,78.8571428571,23.0,22.8571428571,23.2857142857,24.0,23.2857142857,23.0,44.5714285714,66.0,26.0,24.1428571429,51.0,54.0,42.0,76.0,37.0,49.7142857143,75.0,32.0,80.0,23.4285714286,31.0,20.0,23.5714285714,28.8571428571,44.4285714286,23.5714285714,23.4285714286,23.2857142857,79.2857142857,77.2857142857,79.0,79.0,80.0,gk
150297,Lacina Traore,75.5,34.5,78.0,79.5,60.5,69.5,73.0,39.5,35.5,33.5,71.0,73.5,75.0,39.5,73.0,31.0,75.0,54.0,70.5,87.5,75.0,54.5,40.5,77.0,72.5,77.5,21.5,34.5,20.5,9.5,9.5,9.5,14.5,13.5,for
161328,Stephan El Shaarawy,78.75,70.25,74.25,50.25,70.25,76.5,83.25,85.25,70.25,57.75,86.75,86.0,86.5,83.5,70.0,82.25,74.5,60.0,72.5,55.5,74.75,53.25,35.25,76.25,72.25,73.25,24.25,29.25,24.25,4.25,2.25,4.25,4.25,2.25,for
