name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Yann Jouffre,74.0,78.0,63.5,62.5,77.0,60.0,74.0,68.5,75.0,75.0,76.0,68.0,74.5,72.5,77.5,75.0,66.0,50.0,61.5,46.0,67.0,60.5,53.5,71.0,75.0,72.5,49.5,51.5,40.5,10.5,15.5,5.5,11.5,9.5,mid
Francois Bellugou,68.6,53.4,29.4,66.4,71.4,29.4,65.4,64.4,58.4,65.4,71.0,52.0,53.0,53.2,54.8,61.0,58.4,72.0,78.4,71.4,59.4,65.4,68.4,55.4,65.4,61.4,70.8,71.0,71.4,5.4,6.4,8.4,10.4,14.4,mid
Maxime Barthelme,69.5,68.5,52.5,62.5,74.5,41.5,74.5,64.5,54.5,60.5,70.5,74.5,77.5,71.0,76.5,83.5,44.5,52.0,69.5,56.0,68.5,74.5,63.5,52.5,68.5,57.5,63.5,68.5,72.5,7.5,14.5,10.5,15.5,13.5,mid
Walid Mesloub,73.25,76.0,67.5,55.75,75.0,69.75,74.5,69.75,65.75,71.0,77.75,69.5,68.0,77.0,72.75,71.0,69.75,63.0,85.25,59.75,64.5,58.75,53.25,69.5,73.25,60.75,35.5,42.75,34.75,6.75,5.75,6.75,9.75,10.75,mid
Lindsay Rose,71.83,63.17,29.17,71.5,64.17,30.17,55.67,40.17,35.17,54.83,65.17,69.67,72.5,62.0,66.17,59.33,54.17,75.0,79.83,76.33,38.17,75.17,70.67,33.5,43.17,32.83,72.17,73.5,74.17,13.17,12.17,11.17,7.17,10.17,mid
Remi Mulumba,64.0,56.0,56.5,50.0,68.0,44.5,63.5,34.5,30.5,63.0,61.5,61.0,66.5,57.0,69.5,70.0,60.5,54.0,67.5,68.0,55.5,59.5,69.5,58.5,60.0,60.5,51.5,60.0,45.5,8.5,13.5,12.5,8.5,15.5,mid
Rafidine Abdullah,68.0,62.0,39.0,59.0,72.0,53.0,57.0,49.0,41.0,66.0,70.0,64.0,64.0,52.0,68.0,52.0,53.0,64.0,71.0,64.0,50.0,71.0,69.0,53.0,60.0,63.0,63.0,67.0,60.0,15.0,10.0,14.0,6.0,7.0,mid
Raphael Guerreiro,74.5,75.5,71.25,60.25,75.0,66.25,77.25,60.25,57.25,69.25,78.25,83.75,81.25,83.75,65.0,84.0,67.75,60.0,70.5,53.0,69.0,61.5,69.75,68.75,65.0,36.25,73.25,75.25,75.25,11.25,5.25,7.25,10.25,7.25,mid
Romain Philippoteaux,71.0,61.83,69.33,42.33,68.33,54.83,75.33,57.33,48.33,61.33,71.33,86.0,80.67,81.33,62.17,90.0,61.33,45.33,73.33,53.67,55.83,41.33,45.83,77.33,68.33,47.33,35.83,32.33,38.33,8.33,9.33,11.33,10.33,12.33,mid
Ibrahim Didier Ndong,64.0,43.57,48.0,63.57,71.71,42.71,64.29,36.57,41.57,68.29,70.14,71.29,71.14,68.29,60.0,75.0,63.43,60.0,61.43,62.29,53.86,77.14,58.43,60.29,58.71,50.57,57.71,65.43,58.14,9.57,12.57,15.57,6.57,14.57,mid
Denis Bouanga,62.0,64.5,65.5,51.5,59.5,51.5,61.5,59.5,52.5,51.5,65.5,73.0,72.0,67.5,52.5,59.0,60.5,51.0,37.0,53.0,58.5,39.5,18.0,54.5,47.5,47.5,20.5,22.5,21.5,7.5,8.5,13.5,7.5,15.5,mid
