id,name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
23253,Glenn Whelan,74.75,70.5,64.5,60.5,77.5,58.5,65.5,70.5,75.5,75.0,72.5,32.0,53.5,69.0,77.5,66.0,69.5,68.0,81.0,75.0,69.5,80.75,78.5,63.5,67.5,64.5,71.25,74.5,68.0,9.5,12.5,15.5,15.5,10.5,mid
24224,Shay Given,75.0,12.0,14.0,13.0,38.0,20.0,13.0,20.0,13.0,33.0,24.0,41.0,46.0,47.0,74.0,55.0,42.0,74.0,29.0,58.0,12.0,43.0,27.0,13.0,16.0,44.0,14.0,11.0,12.0,72.0,73.0,72.0,79.0,75.0,gk
26434,Ibrahim Afellay,76.5,74.25,70.25,45.25,80.25,71.25,80.25,78.25,74.25,73.25,81.75,79.0,81.25,77.75,70.25,79.0,77.25,75.0,58.0,58.0,78.75,44.25,47.25,72.25,73.25,69.25,35.25,42.25,31.25,13.25,6.25,9.25,11.25,7.25,mid
30830,Peter Crouch,75.75,58.5,76.5,81.5,78.5,79.5,67.0,56.5,49.5,62.5,78.0,52.0,53.5,56.0,79.0,29.0,74.5,34.0,70.0,70.5,70.5,72.0,22.5,80.5,74.5,75.5,30.5,25.5,22.5,12.5,13.5,6.5,9.5,13.5,for
33881,Jonathan Walters,71.3333333333,72.6666666667,72.8333333333,72.6666666667,69.6666666667,66.6666666667,71.6666666667,63.6666666667,55.6666666667,58.0,72.6666666667,67.3333333333,68.3333333333,76.3333333333,73.6666666667,68.0,72.6666666667,76.0,91.0,84.0,68.6666666667,80.6666666667,60.6666666667,73.3333333333,68.6666666667,71.6666666667,60.6666666667,55.6666666667,43.6666666667,7.66666666667,13.6666666667,6.66666666667,9.66666666667,5.66666666667,for
34036,Glen Johnson,76.2,73.4,57.6,67.6,74.6,55.6,77.6,68.6,53.6,69.6,72.8,78.4,77.8,73.0,73.6,68.0,78.6,77.0,79.0,72.0,69.6,74.6,71.0,66.0,67.6,59.6,75.4,77.4,79.4,12.6,6.6,6.6,5.6,6.6,def
36786,Phil Bardsley,72.0,64.75,46.75,66.75,67.75,42.75,60.75,65.75,32.75,58.75,66.75,67.25,67.25,68.0,73.75,62.0,82.75,75.0,78.0,74.0,62.0,83.75,68.25,57.75,24.75,55.75,74.5,75.75,78.5,10.75,7.75,8.75,8.75,7.75,def
37194,Erik Pieters,73.8,65.4,31.8,72.8,73.8,33.8,62.2,66.6,55.8,63.0,70.8,67.2,64.6,65.0,70.8,57.0,50.8,67.2,78.0,76.0,35.8,78.8,75.2,60.8,59.4,64.8,75.4,77.4,80.2,15.8,14.8,7.8,11.8,9.8,def
39109,Charlie Adam,74.0,81.4,72.2,68.4,80.4,74.4,71.4,78.4,75.4,80.4,75.4,55.0,46.0,63.0,67.4,68.0,82.2,66.0,57.2,77.0,80.4,87.4,59.4,72.8,83.4,81.2,57.4,60.4,56.4,7.4,6.4,8.4,5.4,5.4,mid
40695,Ryan Shawcross,79.0,32.5,52.5,83.5,62.5,34.5,41.5,33.5,23.5,68.5,53.5,54.0,65.5,62.0,72.5,57.0,43.5,72.0,79.0,88.0,27.5,84.5,80.5,30.5,49.5,47.5,80.5,81.5,78.5,9.5,11.5,6.5,12.5,14.5,def
47418,Marc Wilson,72.75,65.5,47.5,68.5,70.0,50.5,62.5,43.5,69.5,66.5,67.5,67.5,67.5,62.0,72.5,61.0,73.5,68.0,84.0,70.0,62.5,71.5,75.0,58.5,67.5,55.5,75.0,76.5,74.5,12.5,5.5,13.5,6.5,8.5,def
72735,Mame Biram Diouf,77.5,61.5,81.5,87.5,66.5,70.5,64.5,31.5,35.5,30.5,69.5,86.0,88.0,75.0,75.5,68.0,79.5,91.0,74.0,78.0,61.5,69.5,50.5,77.5,59.5,75.5,41.5,28.5,20.5,7.5,6.5,5.0,4.5,8.0,for
96643,Bojan Krkic,79.8333333333,68.0,69.8333333333,42.0,78.5,79.0,86.0,83.0,66.0,74.5,84.0,83.3333333333,77.0,83.0,78.8333333333,84.0,77.0,48.0,67.0,41.0,74.0,30.0,29.0,74.5,82.5,71.0,20.0,22.0,22.0,5.0,14.0,8.0,14.0,7.0,for
110148,Marko Arnautovic,78.5,82.875,69.5,70.875,78.5,78.875,83.5,78.875,74.0,67.25,83.5,79.875,77.25,76.125,72.875,57.0,73.125,68.0,68.0,83.875,68.375,72.875,45.875,77.375,78.875,75.0,45.5,55.125,29.875,13.875,14.875,9.875,9.875,14.875,for
119541,Geoff Cameron,75.5,61.6666666667,51.6666666667,72.6666666667,75.6666666667,48.6666666667,73.0,59.6666666667,59.6666666667,64.6666666667,69.6666666667,78.3333333333,70.0,76.0,70.6666666667,56.0,62.6666666667,77.0,77.0,75.0,53.6666666667,77.6666666667,78.6666666667,60.0,72.6666666667,62.6666666667,76.0,79.6666666667,74.6666666667,6.66666666667,15.6666666667,5.66666666667,9.66666666667,13.6666666667,mid
